Sta,CD,Member Elected,Party,PVI,Rank,Winner2012,Margin,Romney,Obama,Cong,Winner2008,Margin,McCain,Obama,Net%
MN ,3,"PAULSEN, ERIK (R)",REPUBLICAN,R+ 2,225,Obama,(1)#,49,50,OR,Obama,-4,47,51,-2
MN ,4,"McCollum, Betty (D)",DEMOCRAT,D+11,332,Obama,-27,35,62,,Obama,-27,36,63,0
MN ,5,"Ellison, Keith (D)",DEMOCRAT,D+22,390,Obama,-49,24,73,,Obama,-49,25,73,0
MN ,6,"BACHMANN, MICHELE (R)",REPUBLICAN,R+10,133,Romney,-15,56,41,,McCain,-12,55,43,-2
MN ,7,"Peterson, Collin C. (D)",DEMOCRAT,R+ 6,173,Romney,-10,54,44,RD,McCain,-3,50,47,-3
MN ,8,"Nolan, Richard M. (D)",DEMOCRAT,D+ 1,253,Obama,-6,46,52,,Obama,-9,45,53,-2
MS,1,"NUNNELEE, ALAN (R)",REPUBLICAN,R+16,60,Romney,-25,62,37,,McCain,-26,62,37,0
MS,2,"Thompson, Bennie G. (D)",DEMOCRAT,D+13,343,Obama,-33,33,66,,Obama,-29,35,64,2
MS,3,"HARPER, GREGG (R)",REPUBLICAN,R+14,78,Romney,-21,60,39,,McCain,-22,61,38,1
MS,4,"PALAZZO, STEVEN M. (R)",REPUBLICAN,R+21,22,Romney,-36,68,31,,McCain,-37,68,31,0
MO ,1,"Clay, Wm. Lacy (D)",DEMOCRAT,D+28,410,Obama,-61,19,80,,Obama,-62,19,80,-1
MO ,2,"WAGNER, ANN (R)",REPUBLICAN,R+ 8,150,Romney,-16,57,42,,McCain,-6,53,47,-5
MO ,3,"LUETKEMEYER, BLAINE (R)",REPUBLICAN,R+13,92,Romney,-26,62,36,,McCain,-13,56,43,-7
MO ,4,"HARTZLER, VICKY (R)",REPUBLICAN,R+13,89,Romney,-25,61,36,,McCain,-15,57,42,-6
MO ,5,"Cleaver, Emanuel, II (D)",DEMOCRAT,D+ 9,316,Obama,-20,39,59,,Obama,-25,37,62,-3
MO ,6,"GRAVES, SAM (R)",REPUBLICAN,R+12,106,Romney,-22,60,38,,McCain,-12,55,43,-5
MO ,7,"LONG, BILLY (R)",REPUBLICAN,R+19,31,Romney,-37,68,30,,McCain,-28,63,35,-5
MO ,8,"EMERSON, JO ANN (R)",REPUBLICAN,R+17,45,Romney,-34,66,32,,McCain,-22,60,38,-6
MT,AL,"DAINES, STEVE (R)",REPUBLICAN,R+ 7,163,Romney,-14,55,42,,McCain,(2)#,50,47,-6
NE,1,"FORTENBERRY, JEFF (R)",REPUBLICAN,R+10,135,Romney,-17,57,41,,McCain,-10,54,44,-4
NE,2,"TERRY, LEE (R)",REPUBLICAN,R+ 4,195,Romney,-7,53,46,,Obama,(1)#,49,50,-4
NE,3,"SMITH, ADRIAN (R)",REPUBLICAN,R+23,19,Romney,-42,70,28,,McCain,-36,67,31,-3
NV,1,"Titus, Dina (D)",DEMOCRAT,D+14,347,Obama,-33,32,65,,Obama,-32,33,65,1
NV,2,"AMODEI, MARK E. (R)",REPUBLICAN,R+ 5,193,Romney,-8,53,45,,Obama,(1)#,48,49,-5
NV,3,"HECK, JOSEPH J. (R)",REPUBLICAN,EVEN,244,Obama,(1)#,49,49,OR,Obama,-9,45,54,-4
NV,4,"Horsford, Steven A. (D)",DEMOCRAT,D+ 4,267,Obama,-11,44,54,,Obama,-15,41,56,-2
NH,1,"Shea-Porter, Carol (D)",DEMOCRAT,R+ 1,240,Obama,(2)#,48,50,,Obama,-6,46,53,-3
NH,2,"Kuster, Ann McLane (D)",DEMOCRAT,D+ 3,260,Obama,-10,44,54,,Obama,-13,43,56,-2
NJ,1,"Andrews, Robert E. (D)",DEMOCRAT,D+13,342,Obama,-32,34,66,,Obama,-31,34,65,1
NJ,2,"LOBIONDO, FRANK A. (R)",REPUBLICAN,D+ 1,254,Obama,-8,46,54,OR,Obama,-8,45,53,0
NJ,3,"RUNYAN, JON (R)",REPUBLICAN,R+ 1,239,Obama,-5,48,52,OR,Obama,-3,48,51,1
NJ,4,"SMITH, CHRISTOPHER H. (R)",REPUBLICAN,R+ 7,160,Romney,-10,55,45,,McCain,-9,54,45,0
NJ,5,"GARRETT, SCOTT (R)",REPUBLICAN,R+ 4,202,Romney,-3,52,49,,McCain,(2)#,51,48,0
NJ,6,"Pallone, Frank, Jr. (D)",DEMOCRAT,D+ 8,302,Obama,-24,38,62,,Obama,-18,41,58,4
NJ,7,"LANCE, LEONARD (R)",REPUBLICAN,R+ 6,179,Romney,-6,53,47,,McCain,-5,52,47,0
NJ,8,"Sires, Albio (D)",DEMOCRAT,D+24,395,Obama,-58,21,79,,Obama,-48,26,73,6
NJ,9,"Pascrell, Bill, Jr. (D)",DEMOCRAT,D+14,349,Obama,-38,31,69,,Obama,-29,35,64,5
NJ,10,"Payne, Donald M., Jr. (D)",DEMOCRAT,D+34,424,Obama,-77,12,88,,Obama,-70,15,85,4
NJ,11,"FRELINGHUYSEN, RODNEY (R)",REPUBLICAN,R+ 6,180,Romney,-6,53,47,,McCain,-5,52,47,0
NJ,12,"Holt, Rush (D)",DEMOCRAT,D+14,350,Obama,-35,33,67,,Obama,-33,33,66,2
NM ,1,"Lujan Grisham, Michelle (D)",DEMOCRAT,D+ 7,295,Obama,-16,40,55,,Obama,-21,39,60,-4
NM ,2,"PEARCE, STEVAN (R)",REPUBLICAN,R+ 5,186,Romney,-7,52,45,,McCain,(2)#,50,48,-4
NM ,3,"Lujan, Ben Ray (D)",DEMOCRAT,D+ 8,307,Obama,-19,39,58,,Obama,-24,38,61,-4
NY,1,"Bishop, Timothy H. (D)",DEMOCRAT,R+ 2,223,Obama,(1)#,49,50,,Obama,-4,48,51,-2
NY,2,"KING, PETER T. (R)",REPUBLICAN,R+ 1,238,Obama,-4,47,52,OR,Obama,-5,48,51,0
NY,3,"Israel, Steve J. (D)",DEMOCRAT,EVEN,245,Obama,-3,48,51,,Obama,-10,46,54,-3
NY,4,"McCarthy, Carolyn (D)",DEMOCRAT,D+ 3,262,Obama,-12,43,56,,Obama,-8,44,55,0
NY,5,"Meeks, Gregory W. (D)",DEMOCRAT,D+35,430,Obama,-80,10,90,,Obama,-72,14,86,4
NY,6,"Meng, Grace (D)",DEMOCRAT,D+13,346,Obama,-37,31,68,,Obama,-28,36,63,4
NY,7,"Velazquez, Nydia M. (D)",DEMOCRAT,D+34,428,Obama,-78,10,89,,Obama,-70,15,84,4
NY,8,"Jeffries, Hakeem S. (D)",DEMOCRAT,D+35,429,Obama,-79,10,89,,Obama,-73,14,86,3
NY,9,"Clarke, Yvette D. (D)",DEMOCRAT,D+32,422,Obama,-71,14,85,,Obama,-69,15,84,1
NY,10,"Nadler, Jerrold L. (D)",DEMOCRAT,D+23,392,Obama,-49,25,74,,Obama,-53,23,76,-2
NY,11,"GRIMM, MICHAEL G. (R)",REPUBLICAN,R+ 2,217,Obama,-4,47,52,OR,McCain,-3,51,48,3
NY,12,"Maloney, Carolyn B. (D)",DEMOCRAT,D+27,407,Obama,-55,22,77,,Obama,-62,19,80,-3
NY,13,"Rangel, Charles B. (D)",DEMOCRAT,D+42,434,Obama,-90,5,95,,Obama,-88,6,93,1
NY,14,"Crowley, Joseph (D)",DEMOCRAT,D+26,404,Obama,-62,18,81,,Obama,-53,23,76,5
NY,15,"Serrano, Jose E. (D)",DEMOCRAT,D+43,435,Obama,-94,3,97,,Obama,-90,5,95,2
NY,16,"Engel, Eliot L. (D)",DEMOCRAT,D+21,388,Obama,-48,26,74,,Obama,-45,26,73,1
NY,17,"Lowey, Nita M. (D)",DEMOCRAT,D+ 5,284,Obama,-15,42,57,,Obama,-17,41,58,-1
NY,18,"Maloney, Sean Patrick (D)",DEMOCRAT,EVEN,243,Obama,-4,47,51,,Obama,-5,47,52,-1
NY,19,"GIBSON, CHRISTOPHER (R)",REPUBLICAN,D+ 1,252,Obama,-6,46,52,OR,Obama,-8,45,53,-1
NY,20,"Tonko, Paul D. (D)",DEMOCRAT,D+ 7,299,Obama,-20,39,59,,Obama,-19,40,58,1
NY,21,"Owens, William L. ‰ÛªBill‰Ûª (D)",DEMOCRAT,EVEN,248,Obama,-6,46,52,,Obama,-5,47,52,0
NY,22,"HANNA, RICHARD L. (R)",REPUBLICAN,R+ 3,213,Romney,(1)#,49,49,,McCain,(0)#,49,49,0
NY,23,"REED, ‰ÛªTOM‰Ûª, II (R)",REPUBLICAN,R+ 3,214,Romney,(1)#,50,48,,Obama,(1)#,49,50,-1
NY,24,"Maffei, Daniel B. (D)",DEMOCRAT,D+ 5,275,Obama,-16,41,57,,Obama,-15,42,56,1
NY,25,"Slaughter, Louise McIntosh (D)",DEMOCRAT,D+ 7,296,Obama,-19,39,59,,Obama,-19,40,59,0
NY,26,"Higgins, Brian (D)",DEMOCRAT,D+12,336,Obama,-30,34,64,,Obama,-32,35,63,1
NY,27,"COLLINS, CHRIS (R)",REPUBLICAN,R+ 8,149,Romney,-12,55,43,,McCain,-10,54,45,-2
NC,1,"Butterfield, G. K. (D)",DEMOCRAT,D+19,377,Obama,-47,26,73,,Obama,-42,29,71,3
NC,2,"ELLMERS, RENEE L. (R)",REPUBLICAN,R+10,123,Romney,-16,58,41,,McCain,-12,56,43,-2
NC,3,"JONES, WALTER B. (R)",REPUBLICAN,R+11,115,Romney,-19,59,40,,McCain,-13,56,43,-3
NC,4,"Price, David E. (D)",DEMOCRAT,D+20,382,Obama,-46,27,72,,Obama,-45,27,72,0
NC,5,"FOXX, VIRGINIA (R)",REPUBLICAN,R+11,109,Romney,-19,59,40,,McCain,-15,57,42,-2
NC,6,"COBLE, HOWARD (R)",REPUBLICAN,R+10,121,Romney,-17,58,41,,McCain,-12,56,43,-2
NC,7,"McIntyre, Mike (D)",DEMOCRAT,R+12,102,Romney,-19,59,40,RD,McCain,-16,58,42,-2
NC,8,"HUDSON, RICHARD (R)",REPUBLICAN,R+11,114,Romney,-17,58,41,,McCain,-16,57,42,-1
NC,9,"PITTENGER, ROBERT (R)",REPUBLICAN,R+ 8,148,Romney,-14,56,43,,McCain,-9,54,45,-3
NC,10,"MCHENRY, PATRICK T. (R)",REPUBLICAN,R+11,116,Romney,-17,58,41,,McCain,-15,57,42,-1
NC,11,"MEADOWS, MARK (R)",REPUBLICAN,R+13,85,Romney,-23,61,38,,McCain,-18,58,40,-3
NC,12,"Watt, Melvin L. (D)",DEMOCRAT,D+26,403,Obama,-58,21,79,,Obama,-57,21,78,0
NC,13,"HOLDING, GEORGE (R)",REPUBLICAN,R+ 8,147,Romney,-13,56,43,,McCain,-9,54,45,-2
ND,AL,"CRAMER, KEVIN (R)",REPUBLICAN,R+10,122,Romney,-20,58,39,,McCain,-9,53,45,-6
OH,1,"CHABOT, STEVE (R)",REPUBLICAN,R+ 6,183,Romney,-6,52,46,,McCain,-5,52,47,-1
OH,2,"WENSTRUP, BRAD R. (R)",REPUBLICAN,R+ 8,154,Romney,-11,55,44,,McCain,-10,54,44,-1
OH,3,"Beatty, Joyce (D)",DEMOCRAT,D+17,366,Obama,-41,29,70,,Obama,-36,31,67,2
OH,4,"JORDAN, JIM (R)",REPUBLICAN,R+ 9,138,Romney,-14,56,42,,McCain,-11,54,44,-2
OH,5,"LATTA, ROBERT E. (R)",REPUBLICAN,R+ 7,164,Romney,-10,54,44,,McCain,-6,52,46,-2
OH,6,"JOHNSON, BILL (R)",REPUBLICAN,R+ 8,153,Romney,-13,55,43,,McCain,-8,53,45,-2
OH,7,"GIBBS, BOB (R)",REPUBLICAN,R+ 6,171,Romney,-10,54,44,,McCain,-4,51,47,-3
OH,8,"BOEHNER, JOHN A. (R)",REPUBLICAN,R+15,64,Romney,-26,62,36,,McCain,-22,60,38,-2
OH,9,"Kaptur, Marcy (D)",DEMOCRAT,D+15,357,Obama,-37,31,68,,Obama,-35,32,67,1
OH,10,"TURNER, MICHAEL R. (R)",REPUBLICAN,R+ 3,209,Romney,(2)#,50,48,,McCain,(0)#,49,49,-1
OH,11,"Fudge, Marcia L. (D)",DEMOCRAT,D+30,417,Obama,-67,16,83,,Obama,-65,17,82,1
OH,12,"TIBERI, PATRICK J. (R)",REPUBLICAN,R+ 8,157,Romney,-11,54,44,,McCain,-9,54,45,-1
OH,13,"Ryan, Tim (D)",DEMOCRAT,D+11,329,Obama,-27,36,63,,Obama,-27,36,62,1
OH,14,"JOYCE, DAVID P. (R)",REPUBLICAN,R+ 4,204,Romney,-3,51,48,,McCain,(0)#,50,49,-2
OH,15,"STIVERS, STEVE (R)",REPUBLICAN,R+ 6,178,Romney,-6,52,46,,McCain,-6,52,46,0
OH,16,"RENACCI, JAMES B. (R)",REPUBLICAN,R+ 6,176,Romney,-8,54,45,,McCain,-4,51,47,-2
OK,1,"BRIDENSTINE, JIM (R)",REPUBLICAN,R+18,41,Romney,-32,66,34,,McCain,-28,64,36,-2
OK,2,"MULLIN, MARKWAYNE (R)",REPUBLICAN,R+20,27,Romney,-36,68,32,,McCain,-31,66,34,-2
OK,3,"LUCAS, FRANK D. (R)",REPUBLICAN,R+26,9,Romney,-48,74,26,,McCain,-46,73,27,-1
OK,4,"COLE, TOM (R)",REPUBLICAN,R+19,30,Romney,-34,67,33,,McCain,-32,66,34,-1
OK,5,"LANKFORD, JAMES (R)",REPUBLICAN,R+12,96,Romney,-19,59,41,,McCain,-19,59,41,0
OR,1,"Bonamici, Suzanne (D)",DEMOCRAT,D+ 7,300,Obama,-17,40,57,,Obama,-22,38,60,-3
OR,2,"WALDEN, GREG (R)",REPUBLICAN,R+10,129,Romney,-16,56,40,,McCain,-11,54,43,-3
OR,3,"Blumenauer, Earl (D)",DEMOCRAT,D+22,389,Obama,-47,25,72,,Obama,-49,24,73,-1
OR,4,"DeFazio, Peter A. (D)",DEMOCRAT,D+ 2,256,Obama,-7,45,51,,Obama,-12,43,54,-3
OR,5,"Schrader, Kurt (D)",DEMOCRAT,EVEN,249,Obama,-3,47,50,,Obama,-9,44,53,-3
PA,1,"Brady, Robert A. (D)",DEMOCRAT,D+28,409,Obama,-65,17,82,,Obama,-56,22,78,5
PA,2,"Fattah, Chaka (D)",DEMOCRAT,D+38,433,Obama,-81,9,90,,Obama,-82,9,91,-1
PA,3,"KELLY, MIKE (R)",REPUBLICAN,R+ 8,158,Romney,-13,56,43,,McCain,-6,52,46,-3
PA,4,"PERRY, SCOTT (R)",REPUBLICAN,R+ 9,140,Romney,-16,57,42,,McCain,-9,54,45,-4
PA,5,"THOMPSON, GLENN (R)",REPUBLICAN,R+ 8,156,Romney,-16,57,41,,McCain,-4,52,47,-6
PA,6,"GERLACH, JIM (R)",REPUBLICAN,R+ 2,226,Romney,(2)#,51,48,,Obama,-7,46,53,-5
PA,7,"MEEHAN, PATRICK L. (R)",REPUBLICAN,R+ 2,224,Romney,(2)#,50,49,,Obama,-6,46,53,-4
PA,8,"FITZPATRICK, MICHAEL (R)",REPUBLICAN,R+ 1,236,Romney,(0)#,49,49,,Obama,-7,46,53,-4
PA,9,"SHUSTER, BILL (R)",REPUBLICAN,R+14,74,Romney,-27,63,36,,McCain,-17,58,41,-5
PA,10,"MARINO, THOMAS A. (R)",REPUBLICAN,R+12,100,Romney,-22,60,39,,McCain,-14,57,42,-4
PA,11,"BARLETTA, LOU (R)",REPUBLICAN,R+ 6,169,Romney,-9,54,45,,McCain,-5,52,47,-3
PA,12,"ROTHFUS, KEITH J. (R)",REPUBLICAN,R+ 9,136,Romney,-17,58,41,,McCain,-9,54,45,-4
PA,13,"Schwartz, Allyson Y. (D)",DEMOCRAT,D+13,345,Obama,-33,33,66,,Obama,-30,34,65,1
PA,14,"Doyle, Michael F. (D)",DEMOCRAT,D+15,358,Obama,-37,31,68,,Obama,-35,32,67,1
PA,15,"DENT, CHARLES W. (R)",REPUBLICAN,R+ 2,220,Romney,-3,51,48,,Obama,-5,47,52,-4
PA,16,"PITTS, JOSEPH R. (R)",REPUBLICAN,R+ 4,201,Romney,-6,52,46,,Obama,(1)#,49,50,-4
PA,17,"Cartwright, Matthew A. (D)",DEMOCRAT,D+ 4,271,Obama,-12,43,55,,Obama,-15,42,57,-2
PA,18,"MURPHY, TIM (R)",REPUBLICAN,R+10,127,Romney,-17,58,41,,McCain,-11,55,44,-3
RI,1,"Cicilline, David N. (D)",DEMOCRAT,D+15,353,Obama,-34,32,66,,Obama,-35,32,68,-2
RI,2,"Langevin, James R. (D)",DEMOCRAT,D+ 8,311,Obama,-22,38,60,,Obama,-22,39,60,-1
SC,1,"SCOTT, TIM (R)",REPUBLICAN,R+11,118,Romney,-18,58,40,,McCain,-13,56,43,-3
SC,2,"WILSON, JOE (R)",REPUBLICAN,R+16,58,Romney,-25,62,37,,McCain,-20,62,37,0
SC,3,"DUNCAN, JEFF (R)",REPUBLICAN,R+18,42,Romney,-31,65,34,,McCain,-29,64,35,-1
SC,4,"GOWDY, TREY (R)",REPUBLICAN,R+15,62,Romney,-26,62,36,,McCain,-23,61,38,-2
SC,5,"MULVANEY, MICK (R)",REPUBLICAN,R+ 9,142,Romney,-12,55,43,,McCain,-11,55,44,0
SC,6,"Clyburn, James E. ‰ÛªJim‰Ûª (D)",DEMOCRAT,D+21,384,Obama,-47,26,73,,Obama,-41,27,72,1
SC,7,"RICE, TOM (R)",REPUBLICAN,R+ 7,159,Romney,-10,55,45,,McCain,-8,54,45,-1
SD,AL,"NOEM, KRISTI L. (R)",REPUBLICAN,R+10,132,Romney,-18,58,40,,McCain,-8,53,45,-5
TN,1,"ROE, DAVID P. ‰ÛªPHIL‰Ûª (R)",REPUBLICAN,R+25,14,Romney,-47,73,26,,McCain,-41,70,29,-3
TN,2,"DUNCAN, JOHN J., JR. (R)",REPUBLICAN,R+20,28,Romney,-36,67,31,,McCain,-30,64,35,-4
TN,3,"FLEISCHMANN, ‰ÛªCHUCK‰Ûª (R)",REPUBLICAN,R+16,54,Romney,-28,63,35,,McCain,-24,61,37,-2
TN,4,"DESJARLAIS, SCOTT (R)",REPUBLICAN,R+18,44,Romney,-32,65,33,,McCain,-27,63,36,-3
TN,5,"Cooper, Jim (D)",DEMOCRAT,D+ 5,274,Obama,-13,43,56,,Obama,-16,41,58,-2
TN,6,"BLACK, DIANE (R)",REPUBLICAN,R+21,23,Romney,-40,69,30,,McCain,-32,65,34,-4
TN,7,"BLACKBURN, MARSHA (R)",REPUBLICAN,R+18,43,Romney,-33,66,33,,McCain,-26,62,36,-3
TN,8,"FINCHER, STEPHEN LEE (R)",REPUBLICAN,R+19,37,Romney,-34,66,33,,McCain,-29,64,35,-2
TN,9,"Cohen, Steve (D)",DEMOCRAT,D+25,400,Obama,-58,21,79,,Obama,-55,23,77,2
TX,1,"GOHMERT, LOUIE (R)",REPUBLICAN,R+24,17,Romney,-44,72,28,,McCain,-38,69,30,-3
TX,2,"POE, TED (R)",REPUBLICAN,R+16,56,Romney,-27,63,36,,McCain,-24,62,37,-2
TX,3,"JOHNSON, SAM (R)",REPUBLICAN,R+17,51,Romney,-30,64,34,,McCain,-24,62,37,-3
TX,4,"HALL, RALPH M. (R)",REPUBLICAN,R+25,13,Romney,-49,74,25,,McCain,-40,70,29,-5
TX,5,"HENSARLING, JEB (R)",REPUBLICAN,R+17,50,Romney,-30,65,34,,McCain,-25,62,37,-3
TX,6,"BARTON, JOE L. (R)",REPUBLICAN,R+11,117,Romney,-17,58,41,,McCain,-15,57,42,-1
TX,7,"CULBERSON, JOHN (R)",REPUBLICAN,R+13,91,Romney,-21,60,39,,McCain,-18,59,40,-2
TX,8,"BRADY, KEVIN (R)",REPUBLICAN,R+29,4,Romney,-55,77,22,,McCain,-47,73,26,-4
TX,9,"Green, Al (D)",DEMOCRAT,D+25,398,Obama,-57,21,78,,Obama,-53,23,76,2
TX,10,"MCCAUL, MICHAEL T. (R)",REPUBLICAN,R+11,108,Romney,-20,59,39,,McCain,-14,56,43,-4
TX,11,"CONAWAY, ‰ÛªMIKE‰Ûª (R)",REPUBLICAN,R+31,2,Romney,-60,79,20,,McCain,-53,76,23,-4
TX,12,"GRANGER, KAY (R)",REPUBLICAN,R+19,36,Romney,-35,67,32,,McCain,-28,64,35,-4
TX,13,"THORNBERRY, MAC (R)",REPUBLICAN,R+32,1,Romney,-62,80,19,,McCain,-55,77,22,-4
TX,14,"WEBER, RANDY K., SR. (R)",REPUBLICAN,R+12,105,Romney,-20,59,40,,McCain,-15,57,42,-3
TX,15,"Hinojosa, Ruben (D)",DEMOCRAT,D+ 5,277,Obama,-16,42,57,,Obama,-16,42,57,0
TX,16,"O‰ÛªRourke, Beto (D)",DEMOCRAT,D+12,337,Obama,-30,35,64,,Obama,-30,35,64,0
TX,17,"FLORES, BILL (R)",REPUBLICAN,R+13,90,Romney,-23,60,38,,McCain,-17,58,41,-3
TX,18,"Jackson Lee, Sheila (D)",DEMOCRAT,D+24,396,Obama,-53,23,76,,Obama,-54,23,77,-1
TX,19,"NEUGEBAUER, RANDY (R)",REPUBLICAN,R+26,11,Romney,-49,74,25,,McCain,-43,71,28,-3
TX,20,"Castro, Joaquin (D)",DEMOCRAT,D+ 6,293,Obama,-19,40,59,,Obama,-18,41,58,1
TX,21,"SMITH, LAMAR (R)",REPUBLICAN,R+12,97,Romney,-22,60,38,,McCain,-14,56,42,-4
TX,22,"OLSON, PETE (R)",REPUBLICAN,R+15,67,Romney,-25,62,37,,McCain,-22,61,39,-2
TX,23,"Gallego, Pete P. (D)",DEMOCRAT,R+ 3,208,Romney,-3,51,48,RD,Obama,(1)#,49,50,-2
TX,24,"MARCHANT, KENNY E. (R)",REPUBLICAN,R+13,86,Romney,-22,60,38,,McCain,-18,58,41,-3
TX,25,"WILLIAMS, ROGER (R)",REPUBLICAN,R+12,101,Romney,-22,60,38,,McCain,-13,56,43,-5
TX,26,"BURGESS, MICHAEL C. (R)",REPUBLICAN,R+20,26,Romney,-37,68,31,,McCain,-29,64,35,-4
TX,27,"FARENTHOLD, BLAKE (R)",REPUBLICAN,R+13,84,Romney,-22,61,38,,McCain,-19,59,40,-2
TX,28,"Cuellar, Henry (D)",DEMOCRAT,D+ 7,298,Obama,-22,39,60,,Obama,-17,41,58,2
TX,29,"Green, Gene (D)",DEMOCRAT,D+12,335,Obama,-33,33,66,,Obama,-25,37,62,4
TX,30,"Johnson, Eddie Bernice (D)",DEMOCRAT,D+27,406,Obama,-60,20,80,,Obama,-57,21,78,1
TX,31,"CARTER, JOHN R. (R)",REPUBLICAN,R+12,103,Romney,-21,60,38,,McCain,-13,56,43,-4
TX,32,"SESSIONS, PETE (R)",REPUBLICAN,R+10,131,Romney,-16,57,42,,McCain,-11,55,44,-2
TX,33,"Veasey, Marc A. (D)",DEMOCRAT,D+18,371,Obama,-45,27,72,,Obama,-38,31,69,3
TX,34,"Vela, Filemon (D)",DEMOCRAT,D+ 8,309,Obama,-22,38,61,,Obama,-21,39,60,1
TX,35,"Doggett, Lloyd (D)",DEMOCRAT,D+11,333,Obama,-28,35,63,,Obama,-28,36,63,0
TX,36,"STOCKMAN, STEVE (R)",REPUBLICAN,R+25,16,Romney,-47,73,26,,McCain,-40,70,30,-4
UT,1,"BISHOP, ROB (R)",REPUBLICAN,R+27,8,Romney,-57,78,20,,McCain,-38,67,30,-9
UT,2,"STEWART, CHRIS (R)",REPUBLICAN,R+18,39,Romney,-39,68,29,,McCain,-20,59,38,-9
UT,3,"CHAFFETZ, JASON (R)",REPUBLICAN,R+28,7,Romney,-59,79,20,,McCain,-38,67,29,-10
UT,4,"Matheson, Jim (D)",DEMOCRAT,R+16,53,Romney,-37,68,30,RD,McCain,-15,56,41,-10
VT,AL,"Welch, Peter (D)",DEMOCRAT,D+16,359,Obama,-36,31,67,,Obama,-37,31,68,-1
VA,1,"WITTMAN, ‰ÛªROB‰Ûª (R)",REPUBLICAN,R+ 6,175,Romney,-7,53,46,,McCain,-5,52,47,-1
VA,2,"RIGELL, E. SCOTT (R)",REPUBLICAN,R+ 2,222,Obama,(2)#,49,50,OR,Obama,(2)#,49,50,0
VA,3,"Scott, Robert C. ‰ÛªBobby‰Ûª (D)",DEMOCRAT,D+27,405,Obama,-59,20,79,,Obama,-58,21,78,0
VA,4,"FORBES, J. RANDY (R)",REPUBLICAN,R+ 4,206,Romney,(1)#,50,49,,McCain,(2)#,50,49,0
VA,5,"HURT, ROBERT (R)",REPUBLICAN,R+ 5,185,Romney,-7,53,46,,McCain,-3,51,48,-2
VA,6,"GOODLATTE, ‰ÛªBOB‰Ûª (R)",REPUBLICAN,R+12,107,Romney,-19,59,39,,McCain,-15,57,42,-3
VA,7,"CANTOR, ERIC I. (R)",REPUBLICAN,R+10,130,Romney,-15,57,42,,McCain,-12,56,44,-2
VA,8,"Moran, James P. ‰ÛªJim‰Ûª, Jr. (D)",DEMOCRAT,D+16,360,Obama,-37,31,68,,Obama,-38,31,68,-1
VA,9,"GRIFFITH, H. MORGAN (R)",REPUBLICAN,R+15,69,Romney,-28,63,35,,McCain,-18,58,40,-5
VA,10,"WOLF, FRANK R. (R)",REPUBLICAN,R+ 2,216,Romney,(1)#,50,49,,Obama,-3,48,51,-2
VA,11,"Connolly, ‰ÛªGerry‰Ûª (D)",DEMOCRAT,D+10,325,Obama,-26,36,62,,Obama,-25,37,62,0
WA ,1,"DelBene, Suzan K. (D)",DEMOCRAT,D+ 4,264,Obama,-11,43,54,,Obama,-14,42,56,-2
WA ,2,"Larsen, Rick (D)",DEMOCRAT,D+ 8,314,Obama,-21,38,59,,Obama,-23,38,61,-1
WA ,3,"HERRERA BEUTLER, JAIME (R)",REPUBLICAN,R+ 2,218,Romney,(2)#,50,48,,Obama,-4,47,51,-3
WA ,4,"HASTINGS, DOC (R)",REPUBLICAN,R+13,83,Romney,-22,60,38,,McCain,-20,59,39,-1
WA ,5,"MCMORRIS RODGERS, CATHY (R)",REPUBLICAN,R+ 7,166,Romney,-10,54,44,,McCain,-5,51,46,-2
WA ,6,"Kilmer, Derek (D)",DEMOCRAT,D+ 5,280,Obama,-15,41,56,,Obama,-16,41,57,-1
WA ,7,"McDermott, Jim (D)",DEMOCRAT,D+29,412,Obama,-61,18,79,,Obama,-62,18,80,-1
WA ,8,"REICHERT, DAVID G. (R)",REPUBLICAN,R+ 1,233,Obama,(2)#,48,50,OR,Obama,-5,47,51,-2
WA ,9,"Smith, Adam (D)",DEMOCRAT,D+17,367,Obama,-39,30,68,,Obama,-39,30,68,0
WA ,10,"Heck, Denny (D)",DEMOCRAT,D+ 5,281,Obama,-15,41,56,,Obama,-16,41,57,-1
WV ,1,"MCKINLEY, DAVID B. (R)",REPUBLICAN,R+14,82,Romney,-27,62,36,,McCain,-15,57,42,-6
WV ,2,"CAPITO, SHELLEY MOORE (R)",REPUBLICAN,R+11,113,Romney,-22,60,38,,McCain,-11,55,44,-6
WV ,3,"Rahall, Nick J., II (D)",DEMOCRAT,R+14,70,Romney,-32,65,33,RD,McCain,-13,56,42,-9
WI,1,"RYAN, PAUL (R)",REPUBLICAN,R+ 3,210,Romney,-4,52,47,,Obama,-3,48,51,-3
WI,2,"Pocan, Mark (D)",DEMOCRAT,D+17,369,Obama,-38,30,68,,Obama,-41,29,70,-2
WI,3,"Kind, Ron (D)",DEMOCRAT,D+ 5,278,Obama,-11,44,55,,Obama,-20,39,59,-5
WI,4,"Moore, Gwen (D)",DEMOCRAT,D+23,393,Obama,-52,24,75,,Obama,-50,25,74,1
WI,5,"SENSENBRENNER, F. JAMES (R)",REPUBLICAN,R+13,93,Romney,-24,61,38,,McCain,-15,57,42,-4
WI,6,"PETRI, THOMAS E. (R)",REPUBLICAN,R+ 5,190,Romney,-7,53,46,,Obama,(0)#,49,49,-4
WI,7,"DUFFY, SEAN P. (R)",REPUBLICAN,R+ 2,227,Romney,-3,51,48,,Obama,-8,45,53,-5
